(S)-Methylmalonyl-CoA,Intermediate
"4-6-dimethyl-3-Oxoheptanoyl-CoA",Intermediate
"4-6-dimethyl-3-Oxononanoyl-CoA",Intermediate
"4-6-dimethyl-3-Oxoundecanoyl-CoA",Intermediate
"4-6-dimethyl-Heptanoyl-CoA",Intermediate
"4-6-dimethyl-Nonanoyl-CoA",Intermediate
"4-6-dimethyl-S-Hydroxyheptanoyl-CoA",Intermediate
"4-6-dimethyl-S-Hydroxynonanoyl-CoA",Intermediate
"4-6-dimethyl-S-Hydroxyundecanoyl-CoA",Intermediate
"4-6-dimethyl-Undecane",Intermediate
"4-6-dimethyl-Undecanoyl-CoA",Intermediate
"4-6-dimethyl-trans-hept-2-enoyl-CoA",Intermediate
"4-6-dimethyl-trans-non-2-enoyl-CoA",Intermediate
"4-6-dimethyl-trans-undec-2-enoyl-CoA",Intermediate
4-methyl-3R-3-Hydroxypentanoyl-CoA,Intermediate
4-methyl-5-Acetoacetyl-CoA,Intermediate
4-methyl-Pent-2-enoyl-CoA,Intermediate
4-methyl-Pentanoyl-CoA,Intermediate
"3-5-dimethyl-Decane",Target
ADP,Input/Output
ATP,Input
Acetyl-CoA,Input/Output
CO2,Input/Output
CoA,Input/Output
H2O,Input/Output
HCO3-,Intermediate
Hplus,Input/Output
Malonyl-CoA,Intermediate
NADH,Input
NADPH,Intermediate
NADPplus,Input/Output
NADplus,Input/Output
Orthophosphate,Input/Output
Propionyl-CoA,Input/Output
Oxygen,Input/Output
Formate,Intermediate
4-6-dimethyl-Undecanal,Intermediate